userCode;session;Alertness;GoNoGo;sGoNoGo;sDividedAttention_sens;sDividedAttention_bias;DividedAttention;OperationSpan;OperationSpan_calc;NBack;sNBack_sens;sNBack_bias;RWT_Version;RWT;Wellbeing;TrainingMotivation;Group
8id46;32;0.317889037;0.286481058;0.944444444;6.931146232;1;0.744881714;0.904761905;0.94375;0.584132195;6.978213743;0.121811041;R;14;60.55;50;LANG
8id46;34;0.293728442;0.316920519;1;7.025538315;-1;0.781260523;0.858630952;0.96875;0.770365091;6.924612396;1.265081621;S;16;59.9;44.79;LANG
8id46;36;0.300021555;0.29201599;1;6.899387029;-1;0.768478394;0.743154762;0.964285714;0.583407334;6.978213743;0.121811041;K;16;59.51;53.78;LANG
8id46;38;0.353600442;0.297861712;0.875;8.02125618;0;0.762222484;0.915178571;0.85;0.698334837;3.304033633;0.804718956;P;14;37.5;48.31;LANG
8id46;40;0.277205105;0.257356405;0.777777778;8.108021221;0;0.796471157;0.904761905;0.916666667;0.737055613;6.978213743;0.121811041;R;15;58.59;55.21;LANG
8id46;42;0.297801835;0.269138543;1;6.863803391;-1;0.74208142;0.908333333;0.982142857;0.634635976;6.978213743;0.121811041;S;15;62.37;59.77;LANG
8id46;44;0.322896074;0.292622415;1;4.805004168;-4;0.731269419;0.870535714;1;0.625480964;5.80814249;0.706846668;K;15;63.15;67.32;LANG
8id46;46;0.332213019;0.305721164;1;8.130647968;0;0.783534384;0.866071429;0.927083333;0.673374954;5.279134547;0.442342696;P;15;41.67;61.33;LANG
8id46;48;0.32406678;0.316857662;1;7.025538315;-1;0.735827344;0.946428571;0.894642857;0.644134539;6.978213743;0.121811041;R;12;61.33;55.99;LANG
8id46;50;0.338743482;0.35171779;1;6.395929155;-1;0.795488329;0.652380952;0.979166667;0.763801376;2.813645983;1.675086978;S;18;59.77;50;LANG
8id46;52;0.32145444;0.302151468;1;8.150467912;0;0.758119969;0.848214286;0.96875;0.629409423;5.80814249;0.706846668;K;16;61.59;73.83;LANG
8id46;54;0.375898797;0.325852596;1;6.931146232;-1;0.824059526;0.901785714;0.975;0.71361429;4.691347882;0.736236029;P;15;59.64;63.93;LANG
8id46;56;0.336270988;0.289914205;1;8.053569169;0;0.748305798;0.964285714;0.94375;0.605546574;4.336356598;0.558740386;R;14;40.1;35.03;LANG
8id46;58;0.329308331;0.302984794;1;5.881463652;-2;0.788467407;0.882738095;0.947916667;0.551361714;8.094683649;0.680045994;S;18;59.64;34.51;LANG
8id46;60;0.313122358;0.313785747;1;8.108021221;0;0.805175924;0.896428571;0.904166667;0.696139482;5.279134547;0.442342696;K;14;63.8;42.06;LANG
8id46;62;0.306672667;0.290714536;1;6.899387029;0;0.758757535;0.90922619;0.925;0.612993754;6.978213743;0.121811041;P;16;61.33;58.2;LANG
8id46;63;0.304109897;0.308568529;1;6.931146232;1;0.751691271;0.925;0.958333333;0.653637545;5.80814249;0.706846668;R;13;57.68;50;LANG
9823g;3;0.331596656;0.357098619;0.923076923;NA;NA;NA;0.743332358;0.893564087;0.763953771;1.375365291;0.687682645;K;9;73.57;50;PASV
9823g;5;0.381019074;0.439028581;0.882352941;NA;NA;NA;0.811119018;0.850101671;1.168191123;2.89746902;0.601436649;P;9;82.29;91.02;PASV
9823g;6;0.398077758;0.426857229;0.916666667;2.978044292;-8;1.230947794;0.493490098;0.995700765;0.923734362;4.924143263;0.264847054;S;10;82.73;93.58;PASV
9823g;7;0.319100405;0.306869912;0.916666667;4.705920089;-4;1.501445293;0.834360159;0.969623315;0.951882601;5.80814249;0.706846668;R;9;50;63.67;PASV
9823g;9;0.337517244;0.324289521;1;5.299316867;1;1.368052282;0.866071429;0.950892857;0.831434965;3.003279479;0.955096033;S;10;72.01;83.07;PASV
9823g;11;0.321991137;0.314322805;1;5.80814249;-2;1.186440173;0.626785714;0.9;0.7435313;5.80814249;0.706846668;K;9;68.75;86.46;PASV
9823g;13;0.326772928;0.377943238;1;4.765424649;-4;1.154006498;0.639880952;0.9125;0.755148301;5.80814249;0.706846668;P;9;31.77;39.97;PASV
9823g;14;0.36202924;0.313802026;1;7.025538315;-1;1.247721304;0.770238095;0.961309524;0.720266717;8.094683649;0.680045994;R;10;40.23;50;PASV
9823g;15;0.364878459;0.324428407;1;5.241747015;0;1.294617541;0.695238095;0.864583333;0.714078335;5.80814249;0.706846668;R;11;69.01;60.16;PASV
9823g;19;0.376802887;0.408423513;1;4.591071262;-4;1.173091991;0.731547619;0.916666667;0.980189584;5.916971886;1.768901876;K;11;69.14;69.14;PASV
9823g;21;0.311760894;0.362715999;1;7.006393249;-1;1.071447248;0.744047619;0.979166667;0.780730046;8.094683649;0.680045994;P;8;35.68;69.79;PASV
9823g;24;0.329212751;0.333520905;0.941176471;6.899387029;-1;1.184851604;0.891369048;0.979166667;0.71023422;6.978213743;0.121811041;S;13;42.58;74.22;PASV
9823g;25;0.341066539;0.356072835;1;5.241747015;-2;1.081748039;0.780357143;0.950892857;0.790848021;5.80814249;0.706846668;S;10;75.26;90.63;PASV
9823g;27;0.30480655;0.365902678;1;5.857615644;-2;1.118832512;0.791964286;0.950892857;0.617042853;5.279134547;0.442342696;K;12;50;46.35;PASV
9823g;29;0.331531465;0.353486029;1;6.899387029;-1;1.025787115;0.807738095;1;0.6049525;6.978213743;0.121811041;P;8;65.1;83.2;PASV
9823g;31;0.298346207;0.348956475;1;8.167635715;0;1.102326523;0.823511905;0.958333333;0.790828965;3.64631984;0.633575853;R;11;97.79;93.75;PASV
9823g;33;0.291420992;0.30536561;0.909090909;6.984407631;1;1.15822773;0.802678571;0.830952381;0.625940286;8.094683649;0.680045994;S;10;95.57;94.27;PASV
9823g;35;0.314840955;0.325224191;1;8.108021221;0;1.185876131;0.893452381;1;0.667041651;8.094683649;0.680045994;K;13;79.56;97.01;PASV
9823g;37;0.313688789;0.35769105;1;8.108021221;0;1.005218863;0.661904762;0.891666667;0.793517241;5.279134547;0.442342696;P;8;72.27;91.41;PASV
9823g;39;0.34234345;0.372440577;1;6.984407631;-1;1.105170894;0.826190476;0.957142857;0.741158155;8.094683649;0.680045994;R;10;30.99;80.86;PASV
9823g;41;0.318463368;0.353196729;1;5.207297968;-3;1.042251483;0.797619048;0.94047619;0.775499436;6.924612396;1.265081621;S;10;80.34;92.19;PASV
9823g;45;0.298845265;0.338634289;1;8.167635715;1;1.031893459;0.714285714;0.91875;0.804470461;5.80814249;0.706846668;P;8;93.1;100;PASV
9823g;46;0.327708244;0.358849963;1;6.469250317;2;1.098340583;0.733630952;0.954166667;0.686570257;8.094683649;0.680045994;R;9;80.47;93.36;PASV
9823g;47;0.320333217;0.324139982;1;5.899897354;-2;1.239437829;0.791071429;1;0.864984597;8.094683649;0.680045994;R;9;92.45;95.96;PASV
9823g;50;0.320837583;0.350196013;0.928571429;5.741934241;-2;1.140813798;0.686904762;1;0.703260337;6.4492058;-0.14269293;K;12;94.79;87.5;PASV
9823g;52;0.338357897;0.281479563;0.9375;7.985143931;0;1.170703739;0.799107143;1;0.662089671;8.094683649;0.680045994;K;9;92.97;100;PASV
9823g;55;0.3280457;0.31867867;1;5.241747015;-3;1.21919911;0.805357143;1;0.601243933;6.924612396;1.265081621;R;11;90.1;82.42;PASV
9823g;56;0.297683631;0.409491089;1;8.182279739;0;1.102946364;0.735714286;0.932142857;0.652521647;5.80814249;0.706846668;R;11;90.49;96.74;PASV
9823g;58;0.29650242;0.329848369;1;5.928702225;-2;1.340495735;0.907738095;0.975;0.674941619;6.924612396;1.265081621;S;11;93.23;96.48;PASV
9823g;59;0.325777104;0.352789555;1;3.792452659;-7;1.382042576;0.771130952;0.979166667;0.548791446;8.094683649;0.680045994;S;10;95.75;100;PASV
9knba;1;0.358324688;1.140191937;0.916666667;5.272315564;-3;1.056378882;0.68361323;0.939709173;0.986481755;4.271494037;0.946162951;S;12;NA;NA;LANG
9knba;3;0.376419618;0.525161962;0.923076923;8.130647968;0;1.187251795;0.951541798;0.972158974;0.585950266;3.426417782;0.523624824;K;10;89.45;97.01;LANG
9knba;5;0.389895397;0.64023433;1;8.108021221;1;1.18991307;0.860858283;0.998118815;0.538030676;3.426417782;0.523624824;P;11;84.64;91.28;LANG
9knba;6;0.323986139;0.506887515;0.9375;8.053569169;1;1.033123387;0.840248393;0.972158974;0.550130439;4.80050198;1.210666923;R;9;95.18;97.01;LANG
9knba;8;0.393878107;0.509617414;1;5.272315564;-3;1.051523812;0.900595238;0.96875;0.684533695;5.220355825;1.00074;S;12;93.88;92.97;LANG
9knba;10;0.389863202;0.496979386;0.941176471;5.939293675;-1;1.141014481;0.939285714;0.85922619;NA;NA;NA;K;11;93.75;96.35;LANG
9knba;14;0.527894633;0.535486072;1;6.72982407;0;0.988991884;0.827380952;1;0.598620176;4.271494037;0.946162951;P;13;97.01;98.57;LANG
9knba;16;0.431009531;0.478526974;0.909090909;3.095166171;-16;1.534883499;0.783630952;0.979166667;0.923482815;4.066173685;0.42364893;R;11;98.05;98.44;LANG
9knba;18;0.37789721;NA;NA;8.19450551;0;1.326593971;NA;NA;NA;NA;NA;S;13;NA;NA;LANG
9knba;20;0.462459087;0.598062485;1;8.167635715;0;1.38120078;0.964285714;1;0.616462489;5.279134547;0.442342696;K;13;98.05;98.44;LANG
9knba;21;0.448154994;0.494599263;1;5.899897354;0;1.312663198;0.904761905;0.96875;0.786295891;4.271494037;0.946162951;R;11;97.53;95.57;LANG
9knba;22;0.401313137;0.518087847;1;8.108021221;0;1.243328512;0.907738095;1;0.654710184;3.916502752;0.768667309;P;10;98.96;50;LANG
9knba;23;0.461799732;0.602859636;1;6.863803391;-1;1.30449523;0.830952381;0.96875;0.552592498;6.978213743;0.121811041;S;12;98.57;50;LANG
9knba;25;0.379824153;0.480464654;0.857142857;4.785155683;-3;1.127093817;0.743452381;0.982142857;0.74027886;4.691347882;0.736236029;K;9;98.7;98.96;LANG
9knba;27;0.47732033;0.465269652;1;8.130647968;0;1.332735652;0.827678571;1;0.578190602;8.094683649;0.680045994;P;8;98.05;98.57;LANG
9knba;29;0.438718523;0.425839094;1;7.985143931;0;1.467297062;0.868452381;0.979166667;0.697595154;8.094683649;0.680045994;R;11;96.88;98.31;LANG
9knba;31;0.407626842;0.445065902;1;8.108021221;0;1.32885834;0.939285714;0.96875;0.615172711;4.691347882;0.736236029;S;13;98.05;98.57;LANG
9knba;33;0.362577038;0.536245995;1;6.959398512;-1;1.370965067;0.836904762;0.96875;0.779496963;5.80814249;0.706846668;K;10;99.35;99.35;LANG
9knba;35;0.315497969;0.508424878;1;8.182279739;0;1.242262046;0.898809524;0.982142857;0.644815355;8.094683649;0.680045994;P;10;98.44;98.05;LANG
9knba;37;0.315490944;0.586967247;1;8.108021221;0;1.222520983;0.783928571;1;0.587227143;5.80814249;0.706846668;R;11;96.88;98.44;LANG
9knba;39;0.383256733;0.391792202;1;8.108021221;0;1.381642997;0.964285714;0.958333333;0.582159718;5.80814249;0.706846668;S;13;98.57;98.96;LANG
9knba;41;0.435042134;0.423457313;1;8.130647968;0;1.395880086;0.943452381;1;0.67228055;5.80814249;0.706846668;P;14;97.01;97.79;LANG
9knba;43;0.370141753;0.409868817;1;8.182279739;0;1.217488994;0.784821429;0.975;0.568886383;6.924612396;1.265081621;P;12;99.09;98.96;LANG
9knba;45;0.385722497;0.498575044;1;7.006393249;-1;1.388943502;0.852083333;1;0.648945825;6.978213743;0.121811041;R;13;97.14;97.79;LANG
9knba;47;0.444575659;0.877769709;1;8.02125618;0;1.280932665;0.946428571;0.947916667;0.775997673;6.094214515;-0.320188572;S;12;99.22;97.79;LANG
9knba;49;0.539769982;0.50013417;0.857142857;5.835784921;-2;1.289153538;0.863095238;1;0.655977773;8.094683649;0.680045994;K;13;99.22;98.83;LANG
9knba;51;0.366062871;0.497462574;1;8.108021221;0;1.412415254;0.882738095;0.94375;0.684638207;4.247395737;-0.073526709;P;11;97.92;96.35;LANG
9knba;53;0.405674038;0.468936503;1;8.182279739;0;1.341925065;0.904166667;1;0.534926046;6.336825731;1.558974953;R;12;99.35;98.31;LANG
9knba;55;0.494606222;0.361745651;1;8.19450551;0;1.366222458;0.925595238;1;0.75452991;4.80050198;1.210666923;S;11;97.66;99.35;LANG
9knba;57;0.427394194;0.470976964;1;8.108021221;0;1.318042015;0.820238095;0.982142857;0.566592256;5.80814249;0.706846668;K;9;98.83;98.57;LANG
9knba;59;0.425015952;0.412901668;1;8.02125618;0;1.35759815;0.818452381;0.958333333;0.608375549;5.220355825;1.00074;P;13;97.14;98.7;LANG
9knba;61;0.372596775;0.423270005;1;8.130647968;0;1.257929234;0.939285714;1;0.571885968;5.279134547;0.442342696;R;10;97.66;99.48;LANG
a3sgl;1;0.283399535;0.375822965;0.933333333;6.899387029;0;1.184123829;0.925599816;0.993884607;0.670875279;5.279134547;0.442342696;S;14;NA;NA;LANG
a3sgl;2;0.322388369;0.453124958;0.944444444;5.860152911;-2;1.348392534;0.77569138;0.946272073;0.664085425;5.80814249;0.706846668;K;12;70.83;78.26;LANG
a3sgl;5;0.292087034;NA;NA;7.025538315;-1;1.376937571;0.929882914;0.961421515;0.548774793;5.279134547;0.442342696;P;10;75.26;71.61;LANG
a3sgl;6;0.277505687;NA;NA;6.329720906;0;1.31723272;0.972713896;0.993884607;0.428026443;4.691347882;0.736236029;R;13;74.74;82.29;LANG
a3sgl;10;0.263666162;0.400086863;1;8.082402254;0;1.255109574;0.925595238;1;0.430991596;5.80814249;0.706846668;K;10;77.99;70.31;LANG
a3sgl;16;0.256087227;0.309540734;1;8.19450551;1;1.37821682;0.95;1;0.375070314;5.80814249;0.706846668;R;13;74.22;86.98;LANG
a3sgl;18;0.270937809;0.395618764;1;7.006393249;0;1.38484344;0.932142857;0.982142857;0.495931408;6.4492058;-0.14269293;S;12;85.42;80.08;LANG
a3sgl;20;0.277893782;0.35014442;1;5.376203905;-3;1.31546195;0.9375;1;0.536048015;4.336356598;0.558740386;K;11;78.78;79.17;LANG
a3sgl;22;0.304083076;0.428983081;1;8.082402254;1;1.34178976;0.891666667;0.950892857;0.497661148;6.4492058;-0.14269293;P;12;80.73;83.98;LANG
a3sgl;24;0.282279845;0.409143209;1;7.985143931;0;1.373383686;1;0.964285714;0.441468457;4.924143263;0.264847054;R;15;79.56;80.08;LANG
a3sgl;26;0.290581942;0.453639445;1;6.959398512;-1;1.350691745;0.982142857;0.939285714;0.473742468;6.094214515;-0.320188572;S;13;76.82;79.43;LANG
a3sgl;28;0.279308779;0.444290996;1;8.053569169;0;1.276041084;1;0.950892857;0.468035119;6.978213743;0.121811041;K;13;78.65;80.08;LANG
a3sgl;30;0.241767619;0.365026712;1;8.053569169;0;1.2746375;0.961309524;0.96875;0.424398671;6.978213743;0.121811041;P;14;81.12;80.08;LANG
a3sgl;32;0.267415907;0.459057735;1;8.053569169;0;1.315653496;0.925595238;0.975;0.518207058;6.978213743;0.121811041;R;14;80.34;78.65;LANG
a3sgl;34;0.263264648;0.440387235;1;8.108021221;0;1.519057393;0.932142857;0.927083333;0.487302384;6.978213743;0.121811041;S;11;75;79.69;LANG
a3sgl;36;0.264444939;0.397157322;1;8.108021221;0;1.419823086;0.922619048;1;0.458427668;5.279134547;0.442342696;K;16;73.44;80.99;LANG
a3sgl;38;0.266093201;0.439427223;1;5.783825182;-4;1.306059084;0.875;0.85297619;0.47799142;8.094683649;0.680045994;P;12;78.26;80.08;LANG
a3sgl;40;0.262008045;0.468049453;1;8.204398418;0;1.307173567;0.900595238;0.982142857;0.560292831;5.80814249;0.706846668;R;12;75.39;79.82;LANG
a3sgl;42;0.287563469;0.428296254;1;8.150467912;0;1.309233936;0.946428571;0.975;0.472364585;4.691347882;0.736236029;S;13;80.34;76.69;LANG
a3sgl;46;0.285884406;0.394066185;1;6.931146232;-1;1.336104141;0.964285714;0.975;0.430590193;6.978213743;0.121811041;P;10;81.9;79.04;LANG
a3sgl;48;0.271043212;0.459497467;1;8.130647968;0;1.394617126;0.982142857;0.947916667;0.526141695;8.094683649;0.680045994;R;12;80.08;81.38;LANG
a3sgl;50;0.295935776;0.498980808;1;8.053569169;0;1.259996586;0.910714286;0.975;0.542874387;6.978213743;0.121811041;S;13;75.39;81.51;LANG
a3sgl;52;0.241248122;0.50341661;1;8.167635715;0;1.402976596;0.982142857;1;0.601314416;6.978213743;0.121811041;K;12;78.91;80.86;LANG
a3sgl;54;0.275259256;0.394655911;1;8.082402254;0;1.244620662;0.961309524;1;0.603715726;6.978213743;0.121811041;P;12;84.38;83.72;LANG
a3sgl;55;0.307152884;0.490682393;1;8.108021221;0;1.289367964;0.7625;0.96875;0.576262985;6.978213743;0.121811041;S;10;81.64;81.38;LANG
a3sgl;56;0.240600637;0.486009249;1;7.944846711;0;1.301558717;0.946428571;1;0.554594755;4.691347882;0.736236029;R;15;78.91;65.36;LANG
a3sgl;58;0.270738191;0.468845472;1;5.860152911;-2;1.246845865;0.919642857;0.982142857;0.555182995;5.80814249;0.706846668;S;14;77.6;74.35;LANG
a3sgl;60;0.307172418;0.51685169;1;8.108021221;0;1.369306364;0.979166667;1;0.629745994;8.094683649;0.680045994;K;8;80.47;80.21;LANG
a3sgl;62;0.248330346;0.522711311;1;5.80814249;-2;1.267447101;0.964285714;1;0.619319054;8.094683649;0.680045994;P;12;82.55;80.73;LANG
a3sgl;63;0.257301697;0.495948017;1;8.167635715;0;1.395087439;1;1;0.63020539;6.924612396;1.265081621;R;13;80.47;81.38;LANG
abvv2;1;0.275910701;0.33467993;0.944444444;3.770459441;-6;1.191403828;0.693539551;0.94119349;0.735622412;4.691347882;0.736236029;S;15;NA;NA;LANG
abvv2;2;0.316182572;0.340139834;0.9375;8.02125618;0;1.089829803;0.901382652;0.995993842;0.684996033;3.92920783;1.117306055;K;17;73.96;76.69;LANG
abvv2;4;0.301776809;0.296631711;1;5.899897354;-2;1.260647026;0.86940679;0.961743622;0.687618624;4.271494037;0.946162951;P;15;50;50;LANG
abvv2;6;0.295856595;0.32663854;1;5.776964092;0;1.435039913;0.775763195;0.995993842;0.793013513;4.066173685;0.42364893;R;13;60.29;50;LANG
abvv2;7;0.290478059;0.2968606;0.833333333;5.207297968;-3;1.334876195;0.888392857;0.9375;0.709054058;4.066173685;0.42364893;S;18;59.51;57.55;LANG
abvv2;9;0.261988427;0.307617029;1;5.272315564;0;1.30362606;0.958333333;1;0.765262783;4.691347882;0.736236029;K;18;62.89;69.53;LANG
abvv2;11;0.307130592;0.305130768;0.916666667;8.082402254;0;1.223717564;0.91547619;0.9375;0.703057593;3.64631984;0.633575853;P;16;63.15;75.26;LANG
abvv2;13;0.279829979;0.306869388;1;4.805004168;-4;1.344673032;0.946428571;0.922916667;0.699960272;3.846271628;0.313697901;R;17;60.29;39.97;LANG
abvv2;15;0.285668825;0.27860835;1;5.835784921;-1;1.409320907;0.798214286;1;0.764622351;6.4492058;-0.14269293;S;18;65.23;65.76;LANG
abvv2;17;0.284036619;0.276592592;0.923076923;5.323009979;-3;1.280773602;0.824702381;0.979166667;0.700005735;4.336356598;0.558740386;K;13;69.4;63.28;LANG
abvv2;19;0.286510326;0.313501835;1;5.939293675;-2;1.271020117;0.880952381;1;0.849935353;4.924143263;0.264847054;P;16;62.11;52.99;LANG
abvv2;21;0.304073087;0.31430769;1;8.108021221;0;1.339909983;0.885714286;0.982142857;0.678472302;4.066173685;0.42364893;R;11;64.06;62.11;LANG
abvv2;25;0.27687639;0.285636872;1;7.025538315;-1;1.249613328;0.795238095;0.961309524;0.667843067;5.279134547;0.442342696;K;17;65.36;66.02;LANG
abvv2;26;0.29018388;0.298008935;1;5.405376439;-3;1.293327038;0.823214286;0.919642857;0.651310942;3.916502752;0.768667309;S;17;66.67;65.1;LANG
abvv2;27;0.301295911;0.278517795;1;8.130647968;0;1.132372439;0.921428571;0.9375;0.600016429;6.4492058;-0.14269293;P;13;62.89;71.88;LANG
abvv2;29;0.269975856;0.360726863;1;8.204398418;0;1.131901915;0.964285714;0.939285714;0.606024721;5.824031603;-0.455280029;R;17;59.64;66.54;LANG
abvv2;31;0.288747004;0.277081269;1;8.053569169;0;1.13486757;0.853571429;0.957142857;0.667058583;5.279134547;0.442342696;S;18;63.02;55.6;LANG
abvv2;33;0.311315783;0.301613947;1;6.469250317;2;1.147683019;0.943452381;0.979166667;0.603250645;6.094214515;-0.320188572;K;14;62.89;61.85;LANG
abvv2;37;0.315429873;0.302688305;1;7.041994754;-1;1.145031203;0.964285714;1;0.716685329;6.4492058;-0.14269293;R;15;64.84;59.9;LANG
abvv2;38;0.2976245;0.316828787;1;5.939293675;0;0.896010468;0.957142857;0.9375;0.631603539;4.691347882;0.736236029;P;18;58.33;50;LANG
abvv2;39;0.29599808;0.309088278;1;8.108021221;0;0.826969755;0.827380952;0.979166667;0.630179839;3.916502752;0.768667309;S;22;59.64;65.49;LANG
abvv2;41;0.28654042;0.262678027;1;8.130647968;0;0.971568215;0.919642857;1;0.693533109;6.094214515;-0.320188572;P;20;58.46;56.9;LANG
abvv2;43;0.308373758;0.304636319;1;6.959398512;-1;0.897006485;0.814880952;0.95;0.70243907;4.924143263;0.264847054;P;15;57.29;41.02;LANG
abvv2;45;0.307190239;0.269909924;1;6.959398512;-1;0.857172376;0.870833333;0.975;0.621754335;6.4492058;-0.14269293;R;17;44.53;41.28;LANG
abvv2;47;0.29317883;0.293215334;1;8.182279739;0;0.796592547;0.979166667;0.950892857;0.670495767;4.924143263;0.264847054;S;16;42.06;32.94;LANG
abvv2;49;0.317317979;0.282194523;1;7.985143931;0;0.905963913;0.835714286;1;0.68491654;4.336356598;0.558740386;K;20;59.77;58.85;LANG
abvv2;51;0.294469135;0.278555179;1;7.006393249;-1;0.920096647;0.839880952;1;0.633474937;6.094214515;-0.320188572;P;17;66.41;40.49;LANG
abvv2;53;0.283362559;0.286836243;1;8.130647968;0;0.786488533;0.880059524;0.982142857;0.606442011;5.279134547;0.442342696;R;16;60.42;67.32;LANG
abvv2;55;0.298295157;0.301312415;1;6.863803391;-1;0.817681879;0.925595238;1;0.742789405;5.824031603;-0.455280029;S;21;60.16;41.54;LANG
abvv2;59;0.294164394;0.280416164;1;8.19450551;0;0.905662441;0.864285714;1;0.650775798;3.64631984;0.633575853;P;17;60.81;42.19;LANG
abvv2;61;0.320855643;0.279771407;1;5.323009979;-3;0.899938595;0.925595238;0.860119048;0.673080481;4.65396035;0.129755598;R;17;41.8;44.01;LANG
ae509;1;0.284321469;0.538393017;0.8;2.020180078;-14;1.379168045;0.33663629;0.844547103;1.38637434;4.084294226;-0.155077464;S;14;NA;NA;ACTV
ae509;2;0.310174542;0.418337887;0.916666667;4.910200897;-4;1.394837883;0.34962081;0.859531986;0.884658794;3.659609072;0.220366623;K;16;98.96;100;ACTV
ae509;4;0.344054869;0.465498539;0.928571429;8.150467912;0;1.550071846;0.371261676;0.969421127;0.959494511;4.336356598;0.558740386;P;9;50;100;ACTV
ae509;6;0.322600373;0.464450938;1;7.944846711;0;1.353828287;0.321487684;0.919471517;0.996063874;5.279134547;0.442342696;R;12;50;50;ACTV
ae509;8;0.309882575;0.553938495;1;6.329720906;0;1.402925864;0.271130952;0.720238095;0.975766984;5.220355825;1.00074;S;10;50;50;ACTV
ae509;10;0.306694916;0.505239153;0.916666667;5.881463652;-2;1.513757217;0.651190476;0.479464286;1.052762349;5.220355825;1.00074;K;8;50;50;ACTV
ae509;12;0.319706346;0.540655545;1;6.19725846;0;1.514410826;0.598214286;0.908035714;0.996838245;4.271494037;0.946162951;P;7;29.3;50;ACTV
ae509;14;0.298397477;0.514304082;1;7.041994754;-1;1.391269777;0.558630952;0.8875;1.118261337;3.64631984;0.633575853;R;10;29.3;50;ACTV
ae509;16;0.35233191;0.504313767;1;6.329720906;-2;1.405746371;0.510416667;0.91547619;1.274761653;3.92920783;1.117306055;S;12;35.55;50;ACTV
ae509;18;0.326282356;0.480763932;1;5.835784921;-2;1.405099655;0.561607143;0.979166667;1.193309164;3.574216546;0.939810413;K;12;29.69;50;ACTV
ae509;20;0.316818093;0.509319045;1;7.006393249;-1;1.431049915;0.562797619;0.957142857;0.899993225;4.066173685;0.42364893;P;13;38.15;50;ACTV
ae509;22;0.31329986;0.485026555;1;8.130647968;0;1.478050096;0.798511905;1;0.941067787;6.924612396;1.265081621;R;11;39.97;50;ACTV
ae509;24;0.330983766;0.503183885;1;8.082402254;0;1.379546981;0.521428571;0.900892857;0.992205656;5.80814249;0.706846668;S;14;37.63;50;ACTV
ae509;26;0.361484084;0.497997746;1;7.944846711;0;1.488158242;0.651785714;0.96875;1.24066329;3.916502752;0.768667309;K;13;33.59;50;ACTV
ae509;28;0.30372107;0.424473286;1;4.880273476;-4;1.387222557;0.632738095;0.96875;0.774002158;6.4492058;-0.14269293;P;11;32.94;50;ACTV
ae509;30;0.366074288;0.450066458;0.846153846;6.863803391;-1;1.45471029;0.611904762;0.964285714;0.862106605;3.916502752;0.768667309;R;11;32.94;50;ACTV
ae509;32;0.307968676;0.46452323;1;5.343609356;-1;1.454752752;0.649404762;0.94375;0.872680221;8.094683649;0.680045994;S;14;37.11;50;ACTV
ae509;34;0.309895359;0.477649025;1;6.395929155;-2;1.340978216;0.571130952;0.911309524;0.758446435;4.691347882;0.736236029;K;15;31.38;50;ACTV
ae509;36;0.287619267;0.44013586;1;8.130647968;0;1.437370527;0.795238095;0.96875;0.920460004;6.924612396;1.265081621;P;12;35.68;50;ACTV
ae509;38;0.313716514;0.515647602;1;6.959398512;-1;1.497984886;0.596130952;0.9375;1.010267518;5.220355825;1.00074;R;11;34.38;61.72;ACTV
ae509;40;0.329349186;0.491832232;1;7.985143931;0;1.368512943;0.572916667;1;0.734615837;8.094683649;0.680045994;S;15;36.59;66.8;ACTV
ae509;42;0.336339244;0.423423934;0.909090909;6.779543048;-1;1.408703872;0.547321429;0.94047619;0.713871578;5.80814249;0.706846668;K;12;29.04;65.76;ACTV
ae509;44;0.298940216;0.444675414;1;8.212025805;0;1.280090915;0.546130952;0.947916667;0.683458475;8.094683649;0.680045994;P;12;32.94;80.73;ACTV
ae509;46;0.289537907;0.311338206;1;8.02125618;0;1.291223809;0.608333333;0.96875;0.652408276;8.094683649;0.680045994;R;14;45.57;57.81;ACTV
ae509;48;0.300666341;0.356808186;1;8.150467912;0;1.387101303;0.693154762;1;0.820491827;5.80814249;0.706846668;S;14;57.42;78.78;ACTV
ae509;51;0.310485453;0.426848459;0.909090909;8.053569169;0;1.460055285;0.719345238;0.870833333;0.960696741;5.220355825;1.00074;P;12;51.69;86.59;ACTV
ae509;53;0.308999155;0.405671215;0.882352941;5.915602901;-2;1.364358705;0.672321429;0.933333333;0.699953813;8.094683649;0.680045994;P;13;68.88;62.24;ACTV
ae509;55;0.284076841;0.410868202;1;6.863803391;-1;1.298501506;0.599404762;0.982142857;0.764938035;8.094683649;0.680045994;R;10;63.8;70.7;ACTV
ae509;57;0.300012418;0.395219775;1;6.899387029;-1;1.359467633;0.636904762;0.979166667;0.979484155;6.924612396;1.265081621;S;14;70.31;78.39;ACTV
ae509;58;0.366502693;0.458487712;1;5.881463652;-2;1.486394857;0.660714286;1;0.813291736;8.094683649;0.680045994;S;14;66.58;74.31;ACTV
agj6y;1;0.337375602;0.392096482;0.888888889;5.899897354;-2;1.206267839;0.704970415;0.67323375;1.224540167;3.350173956;1.406822992;S;15;NA;NA;ACTV
agj6y;3;0.297706493;0.25976181;0.875;5.939293675;-2;1.205517406;0.945363302;0.970400645;0.887763674;4.271494037;0.946162951;K;16;88.02;96.88;ACTV
agj6y;5;0.266122852;0.341872191;0.909090909;8.130647968;0;1.014738476;0.888719001;0.870033018;0.673727512;8.094683649;0.680045994;P;3;91.67;36.33;ACTV
